content,label
天津静海门板压花招18一55岁，月工资4000一5000元长期工,0
"?周结月结可选?武清梦达驰汽车系统?招聘岗位：男工女工叉车工，大量长期招工，工作内容：汽车内饰，奔驰前格栅，竖格栅及汽车零部件组装，无体力活岗位要求：男工，18-45周岁，女工18-40初中学历以上；工作轻松，站式工作?白夜两班倒早晨8:30-20:30周结工资：白班每小时18元，夜班每小时20元综合月薪：6000-7500元月结工资：白班209元，夜班239元叉车工在普工的基础上多加400元叉车补助综合薪资：6500－7100元福利待遇：免费提供住宿（高新公寓），6人间，,",0
礼盒厂招聘男长期临时工，上八下八，管工作餐，活好干，工作10.5小时，住宿每天扣十元！压三天工资，一天一结，最低干一个月，干不够三天工资不发！长期机台:200元（不住宿）190元(住宿)公司优势：管三餐，管住宿，有班车，活轻松简单，提示：手机烟火放到门卫有班车接送！报名电话:,0
马聪招摘件两名，挂件一名，联系,0
插排厂招聘长期工手工活，坐岗活轻松不累！白班160，夜班180！要女的要求18-45周岁！适应倒班！一周倒一次班！管两顿饭每周休息一天。全天看活！月工资4500-5500工作地址:聂营景**业园电话/微信,0
现在马上去，压车，不用干活，上车过磅后200米**来。体重140斤以上。24小时，300元加30元的饭补。报名,0
诚聘:天津市引领自动化科技有限公司，是一家专业生产超声波清洗设备和纯水机设备的厂家。欢迎有理想，有梦想的人士加入。现向社会招聘以下职位:1、氩弧焊操作工:2人，要求会氩弧焊。2、生产线装配工:2人，要求:男性，18~45岁。3、cad画图工程师:1人，要求:会机械制图，机械设计。4、学徒工:若干名。要求:能吃苦耐劳，反应能力快。联系人:程经理:,0
天提20。00周一1点继续面试电装（管路）临时工，3天后日结，20一小时，一天200-220，月结21一小时，一天210-230，年龄18到38男女不限，白夜倒，可以看车间，活简单轻松，站立式工作，管吃住，家园，澜园，人人乐，王村，小孙庄，市内六区都有班车,0
九园新厂急聘！！！工作轻松要求：男女不限，40周岁以内，209元/天。上八下八，两班倒，中间休息1小时；提供食宿。要求：无犯罪记录，无重大疾病史；干不满三天没有工资，离职提前7天申请。三个月可转正，转正之后缴纳五险一金，综合收入可达7000元左右。面试注意事项：门口出示行程码，健康码，带口罩。地址：天津市宝坻九园开发区联系电话：,0
辛口工业园电动车厂招工，男女不限管吃管住，上班时间早7:30～晚7:30，十七元一小时，给上保险综合工资6-8千。要求18--50岁假期短工都可以。三天以后日结也可以联系电话,0
天津五百强企业高薪招聘主要生产：升降机周一到周五1点工厂集合18-44岁，男性装配，3班倒，10-12小时工作制，每天245-310元综合6500-7500元，叉车，3班倒，10-12小时工作制，每天270-320元，综合工资7000-8000员工福利：管吃管住，宿舍4-6人间，每个月额外补助200-500元各类奖金！联系电话：(同微信）,0
浩瑞达公司招聘以下岗位人员：1、钣金塔冲、折弯操作工，要求：男，35岁以下可以学技术。另招钣金车间质检员，要求男性，有钣金车间工作经验，会看图纸。2、车间招普工，女工（42岁以下）男工（48岁以下）。3、招打磨工（角磨机、气动磨），要求：男，年龄53岁以下。4、招打角工（铆合），要求：女，42岁以下。5、招氩弧焊工（铝），工资面议。6、招聘库管1名。7、招聘2名。10、招销售经理2人，会开车，年龄20-35岁，男女不限，会开车，大专及以上学历。待遇面议。后勤1、招聘警卫2名，主要负责看门，绿化，打扫卫生。要求住厂，吃苦耐劳者优先录用！2、招聘保洁1名。以上岗位均包吃住。公司地址：芦台经济开发区三分场工业园联系电话,0
宝坻九园工业区招聘出纳，库管员，拆图员，无损检测员，数控学徒，焊工，铆工，钳工，喷涂工，打磨工，叉车工，普工，包装工，公司直招，单休，五险一金，电话/微信！,0
?返费市场价最高7个工作日，反1500元三和电机三和电机招聘岗位：现场操作工，长白班品质，仓库，技术员，等等职位招聘要求：男女不限（17至40】不穿无尘服，不看放大镜、显微镜，认字就行，26字母。工作时间：早八点半至晚八点半，包含2.5小加班，加班按1.5倍计算五天以上产生工资，旷工无工资，主要生产汽车，电脑，主板，手机等等，产品上面的电容，电阻薪资待遇基本工资：2180底薪，加满勤奖，绩效奖，月季度奖金，月工资5500至7000，每月15号准时发放工资福利待遇公司免费提供两顿工作餐，公司免费提供住宿，环境优美，住三号公寓，免费班车周一至周五，一点面试财富热线,0
"《天津至富压铸有限公司》现在招聘，男女工，18---48周岁,男女不限，长白班，招长期临时工，坐着干活！上8点下8点管工作餐，中晚两餐，管住！男工资185/天，女工180/天，水电费平摊，每月15日发工资！要求低风险地区，健康码绿码，行程码没有中高风险，48小时**酸阴性证明！联系电话：微信同步",0
招电动车倒装组装工10名，保底5000管吃管住！综合工资8000以上！有干的速度联系我微信同步地址！杨芬港工业园！,0
公司招聘！??普车车工一名（男，年龄不超过50，能熟悉使用三零，二零车床）铣工一名能熟悉使用53k铣床，年龄同上，钳工一名，能配合车工，铣工工作有焊工证更好年轻同上地址西青区大寺镇大任庄工业园工资电联，??联系电话，,0
工资日结正月初六开工【天津塘沽】招二保焊工，20~45周岁，平角焊，倒流做周转筐活儿好干！管住，管中餐加班餐方案：一天320元，每月25号结算上个月工资。方案：一天300元，7天后，一天一结。可以预支生活费面试时间：周一~周五一点工作地点：天津塘沽?电话微信：同微信,0
小海北招点氩弧焊背篓的！下料的一名！看封堵机一名！,0
总共反费1??2??0??0??提两个月LG枫林电子有限公司随时面试三天后日结200到240。提20，月结1??6??.5??每小时，入职两个月后17.5一小时，提20，月薪6??0??0??0??+不满30天前三天工资没有工作时间上八下八点半年龄：16-50周岁性别：男女不限面试时间10点之前2.公司提供集体宿舍，6人间，10人间都有，6人间宿舍，独立卫浴，空调，洗衣机，150元一个月，10人间100元水电平摊！主要生产空调外壳，组装，流水线作业无尘车间恒温作业不穿连体服【入职要求】身份证原件、复印件5张、一中高风险需要48小时内**酸【工作地址】天津市北辰区！地铁3号线华北集团站下车即到联礼人力高喆,0
大龄农民工企业55周岁以下，建华建材集团天津厂区，河北邢台厂区，淄博厂区，生产车间男工月薪7000-8500元，女工月薪5500-7000元，报销体检费，报销路费拿票上线500元。55周岁以下，身体健康，能适应倒班。1.?五险齐全，按月准时发放工资，工龄奖，满勤奖，节日福利，员工生日会，各种补助费2.?福利食堂，四菜一汤，新员工第一个月有餐补；3.?住宿免费，免费发放床上用品，4人间，独立卫浴，拎包入住，夫妻可提供夫妻间，每月宿舍慰问走访4.公司承担员工入职体检费、路费。需要做**酸检测。,0
大龄农民工企业55周岁以下，建华建材集团天津厂区，淄博厂区，焊工钳工维修普工都要生产车间男工月薪7000-8500元，女工月薪5500-7000元，报销体检费，报销路费拿票上线500元。55周岁以下，身体健康，能适应倒班。1.?五险齐全，按月15号准时发放工资，工龄奖，满勤奖，节日福利，员工生日会，各种补助费2.?福利食堂，四菜一汤，新员工第一个月有餐补；3.?住宿免费，免费发放床上用品，4人间，独立卫浴，拎包入住，夫妻可提供夫妻间，每月宿舍慰问走访4.公司承担员工入职体检费、路费。需要做**酸检测。,0
天津宁河家具厂招聘信息：本公司主要生产酒店、宾馆等工程家具产品，现招：1、仓库一名材料出入库有经验者优先2、油漆出库质检员一名看懂图纸工资面议，有意者电话联系。3.招聘油漆大包班组包工包量年产值3千万左右需要有做酒店木作经验联系人：刘先生联系电话：工作地址：天津宁河区芦台,0
天津艾达变速器-高薪284元/10小时，230元/8小时，每周一/周四面试，提前报名招聘：组装/机加/物流/质检/保全维修要求：男18-35岁，无犯罪记录及纹身烟疤，身体健康，适应倒班，本外地不限薪资:8小时230元，加班另算（每小时27元）综合工资5500－6500元.管住（6人间）管工作餐，不住宿者，每天10元交通补助。另设有员工激励奖金：入职满3个月，6个月，分别奖励600元，共计1200元工作满4个月后可申请转正，转正后一年16薪，五险一金，享受带薪休假等各种福利待遇。企业优势：1.宿舍与厂区步行5分钟路程2.餐标高（酸奶饮料水果），工作强度不大，收入高3.面试包通过，体检包通过联系方式同微信,0
大龄工！16?55要求，身体健康、认识字、看着年轻【天津电子厂】招聘岗位：操作工，储备干部、技术岗！1.岗位要求：男女不限，16-55岁2.工资待遇：200元/天，包括餐补，日薪月结半月倒班法定节日工资三倍3.综合工资：6000－7000元/月4.上班时间：上八点下八点，两班倒。5.宿舍福利:6人间，空调，可洗澡，班车接送。地址；天津静海区??,0
天津市东丽区家具厂招女工，主要工作封边，打包，包吃住，联系电话：,0
"每天面试入职年龄18-55以内天津宁河区框架厂招能挑立焊二保焊工和男普工，在车间里面干，不上高，不记件焊接活动房底部和顶部，临时工模式1.焊工30元/时，普工17元/时，每天8.5－12小时，三天后十天开工资。长期工模式2.焊工32元/时，普工18元/时，8.5－12小时，每月10号结上月工资（可预支部分工资）至少干两个月以上两种模式包住管两餐，提前10天打离职，手艺软或干几天的勿扰，活在天津宁河区，持48小时**酸报告,",0
返费40/天，长期返天津京?检免被褥活轻松女日结2??3??0?/天男日结2??0?0??/天18-35周，男不女?限1.5.9号线都可安排电话,0
天津一汽丰田【整车厂】招聘（周一，三，六面试）地址：天津滨海新区九大街薪资待遇：基本工资：2720元/月福利补贴：1260元/月全勤奖：200元/月夜班补贴：24元/天稳岗补贴：2000元/每三个月发放一次（要求：整三个月的计算周期内个人原因休假小于9天）加班费：平日加班费：24元/小时六日加班费：32元/小时国假加班费：48元/小时综合工资：5500元-8000元/月住宿：非天津户籍人员，提供住宿（天滨公寓：距离厂区步行10分钟；天翔公寓：班车）住宿4人间，独立卫浴，宿舍楼内提供洗衣机、饮水机、活动室、健身房等休闲区域饮食：提供工作餐，自负1元/餐，餐标16-25元，加班提供免费加班餐体检：面试合格安排免费体检要求：年龄18-35岁，男性，无残疾，身体健康。疫情防控期间，须提供健康码及行程码，非排查区域内的入津人员需提供48小时内**酸证明携带材料：一寸免冠照片3张身份证原件及复印件3张初中以上学历证复印件1张报名电话：,0
"招聘：本公司需要招冲床临时工人，男女不限，有敬业精神，能吃苦耐劳，待遇面谈，地址大郝庄村北,找我就行",0
??天津时装物流[红包]日结[红包]170元～240元??分?拣、整理、装箱?、发?货等???16～38岁，熟?悉26字母?公寓到公司免费班?车接?送,0
2022年工资上调，初十全天面试，工厂直招军星管业崔黄口生产园区招聘正式工，免费提供食宿，工作轻松，环境好，上保险。?1、一线操作工：男女不限，男工17-55周岁女工17-40周岁，初中及以上学历，负责塑料管材、管件生产工作。根据生产订单情况8小时3班倒或12小时2班倒，工资5000-7000元。?2、叉车司机：男，17-50周岁，初中及以上学历，有叉车证，熟练驾驶。负责装车、卸料、入库等工作。8小时长白班，工资4300-4500元。3、质检员：女，17-40周岁，初中及以上学历，有生产型企业质检工作经验者优先。8小时3班倒，工资4000元。4、检测员：男，18-40周岁，本科学历，检测或材料类专业，8小时正常班，月休6天。工资4000-4500元。应届毕业生也可。5、工艺员：男，18-40周岁，本科学历，化工或材料类专业，8小时正常班，月休6天。工资4000-4500元。应届毕业生也可。?6、技术员：男，18-40周岁，大专及以上学历，机电或自动化专业，工资5800-6000元。7、装卸工：男，18-45周岁，初中学历，8小时正常班，工资：4300-4500.报名咨询合作电话：,0
易佰武清汽配注塑厂主要给丰田做内饰件，塑料配件，修毛边。男女不限，16-45岁白班190管两顿饭夜班200+10餐补3天以后一天一节。一周一倒班，上8点下8点管工作餐，提供住宿，工作环境好，车间恒温，有坐岗必须干够一个月(干满一个月奖励200)(干满两个月在奖励200)先看工作！不需要体检，直接上班！费用住宿0(水电费平摊),0
"天津昌敬科技有限公司，招聘技术员1人，要求熟练掌握CAD,机械构造，男女不限；铆工2人，要求熟练掌握机械构造，能独立完成设备配件组装；折弯机操作工1人～待遇优厚，包吃住，工资面议！联系人王经理，，微信同步，工作地点，天津市宝坻区，九园工业园区",0
长白班高薪企业①淡季工资5500～8000元。②旺季工资8000～10000元③年薪8万––10万。④天津拓达车辆配件有限公司开始招聘男女普工，18––45周岁，主要生产电动车(电机、仪表盘、轮毂)员工计件工资。站岗坐岗可选，车间可带手机，工作量不大、简单好干，可以看车间，人性化管理。⑤每月25号发放工资，统一打卡。⑥住宿费50元，水电费均摊30左右。(空调、暖气、淋浴、无线网)工资中扣出。⑦福利食堂，吃的好。⑧入职:近期体检报告单，身份证原件、复印件3张、1寸照片2张。首月缴纳商业保险60元。地址:北辰双口镇立新工业园。干满十天一次性400元文凯,0
华明发电子设备的仓库，需要打包员一名需要根据订单备注进行打包，上9.30下6.30，长白班，每天休息一小时，月休四天实习工资3500工资月结两个月转正工资4000上社保！！联系电话:微信同步,0
北辰区新企业，注塑厂，生产电动车塑料件，手头活修毛边，男女工男女45以下，手头利索可以放宽，管三餐，管住（楼房两人一室间，提供夫妻间）工资模式1:三天后日结白班180/天，夜班不管吃200/天，模式二:计件工资，日平均工资240-300元不等?名额有限，报名电话,0
九园工业区招聘岗位：招聘要求：普工80人。薪资待遇：白班188元/天，夜班198元/天，绩效考**，综合工资约5500-6000元/月，每天工作时间11小时，每月20号发上月工资；???福利：公司提供免费工作餐，免费住宿，独立卫浴，洗漱方便环境好，配备全自动洗衣机免费使用。???工作内容：在恒温车间看机器和组装工作为主，环境好，工作简单无污染，男女均可胜任。任职要求：16.5-42周岁，男女不限，两班倒（有夜班），上七点半下八七点半，多为站立作业。（二姐报名）,0
天津市宝坻区铭邸世家花园招聘1.保洁员：月薪2200、2天假、要求55岁左右、身体健康；2.中控员1名月工资3500、四天假、要求有证、能够熟练使用消防设备；3维修电工，年龄55岁左右，工资3500元，4天假有意者联系（吴）,0
天津手板厂招聘打磨工，包吃包住，宿舍有空调，暖气准时发放工资绝对不会拖欠工资，男女都可以有意者联系王经理,0
招聘二保焊工5人，24/48岁管住工作餐每天8/12小时，要求有证，外观好，多层多道焊。餐四菜一汤有水果月收入9000-12000招聘装配工5人，穿油管，肖子。八小时工资200工作地点，天津东空港开发区。电话,0
"《天津至富压铸有限公司》现在招聘，男女工，18---48周岁,男女不限，长白班，招长期临时工，坐着干活！上8点下8点管工作餐，中晚两餐，管住！男工资185/天，女工180/天，水电费平摊，每月15日发工资！要求低风险地区，健康码绿码，行程码没有中高风险，阴性证明！联系电话：微信同步",0
"单子有变返费上调20元/天，2月21号12点前到厂、最后一次进人零流失企业，提前到可安排住宿天津空港柯顿**酸试纸厂全坐岗?不体检?不面试?日结工资2??3??0??元/天日结工资2??3??0??元/天?白班为主，不穿连体服?男女不限16~45周岁?纹身烟疤能遮盖住就可以?白班两餐，夜班一餐薪资待遇:三天后日结员工2??3??0??元/天，三天后先按照170元/天，发放（白夜班均包含60/天补助，补助截止到2.25号，中途请假旷工没有60补助）出勤不满30天无补助，前三天试用期无工资工作时间:长白班为主，少数夜班白班上八点半下八点半（管两餐）夜班上八点半下七点半（管一餐）住宿国祥公寓6人间，有洗澡间，有暖气，空调，班车20分钟左右①每月工资扣除100住宿费水电平摊②每月扣除商业保险80元/人,",0
大港彩钢板诚聘①车间：上卷工，前处理，质检，四号电话：,0
（一）大港消毒棒（夜班补贴20元一天）（补三人，要去的报名）男女长期小时工，17—45岁，白班19元/小时，夜班20元/小时，12小时两班倒，免费车接车送，免费工作餐，主要工作就是包装，活轻松、简单，月工资6000—8000元以上免费工作餐渝都劳务报名电话：,0
介绍人有红包津南口红瓶厂，（检验，包装，打磨车间，冲压车间）男，女，18—42周岁，免费两餐，住宿免费，4--6人间，独立卫浴。上班时间:两班倒车间。白班:8:00—20:00夜班:20:00—8:00压三天后日结白班180元，夜班190。综合工资每月15号补20饭补。活好干，简单。生产，组装口红瓶。每月扣商业保险50。（自离，矿离，日结和月结做不满一个月都会扣除前三天工资）津南区中惠道电话,0
滨海十路招打钉老师有住的地方热水器24小时开放工资保底加计件新的小区新的房子这地方米米的联系电话,0
天津断桥铝门窗厂招小工，工资3500至4000，中工4000到6000有加班费，联系电话,0
长期日结临时工来了8点到8点，奶粉厂招聘日结临时工，18~55周岁男女不限，日结工资150元，管吃(需要带自己带餐盒，水杯)随庄子，大唐附近车接车送。联系电话同微信:,0
"300~350元/天（12-14时）！！！！300~350元/天（12-14时）！！！！16-50周岁，均可安排！！！！男女不限制！！！！高价天津汽配厂大龄?员工工资2??5??元，支付2个月，每月工时280以上?男女不限，16-50周岁，随机分配整车、线束、动力等部门辅助作业，轻松简单活好干！??不过安检，可以带手机??烟疤，纹身看不到可以，不认字也可以接受??免费工作餐三餐??免费住宿，水电费均摊??住宿8人间，电视，空调，洗衣机，24小时热水??宿舍00元可退，5自理！??不扣社保，商保60元/月??每月25号发工资??不满70工时无工资无费用，25日发工资需在职，不在职按20一小时发放,",0
"《天津至富压铸有限公司》现在招聘，男女工，18---48周岁,男女不限，长白班，招长期临时工，坐着干活！上8点下8点管工作餐，中晚两餐，管住！男工资185/天，女工180/天，水电费平摊，每月15日发工资！要求低风险地区，健康码绿码，行程码没有中高风险，阴性证明！联系电话：微信同步",0
十三薪好企业?五大街托盘厂?招聘岗位：完工?工作内容：组装，打螺丝，检验，工作简单，流失率低！?招聘要求：男18--45周岁，吃苦耐劳，身体健康?福利待遇：管吃管住（不住宿有交通补助4元/天）?薪资待遇：目前长白班，后期会两班倒，夜班补助29元。月综合工资6000-7000?每个月发两次工资，10号发放全勤绩效和餐补及交通补贴，20号发放工资！?工作地点：塘沽开发区电话??,0
京东梅厂分拣2?4??0?天京东梅厂分拣2?4??0?天京东梅厂分拣2?4??0?天随时面试【工作内容】小件商品分拣【工作时间】早班8-8点，中班3-3点，晚班7-7点【岗位要求】18-45岁，男女不限，能踏实干活就行【薪资待遇】模式一，240一天，压三天后日结，最少做满两个月以上，做不满3个月，提前离职扣三天工资白班220夜班230干够三个月每天补10元奖励模式二，长期月结，综合薪资6500-8500/月，每月最后一天发工资，管住不管吃，有食堂，有360餐补，转正后有六险一金【上班地址】天津市武清区梅厂分拣中心，电话,0
急招焊工装配工打磨工（不用焊工证，面试时考试，周一至周五面试）要求：男工18-47周岁身体健康待遇：焊工325/11小时+加班补助，加班30/小时，普工210/10小时+加班补助，加班21/小时上六休一工作介绍：公司主要生产罐车，前四后八等大型作业车辆，根据面试岗位完成指定的工作。福利待遇：厂区提供住宿（水电平摊）厂区有福利食堂平均每天15元左右,0
【高薪诚聘二保焊工】天津塘沽第五大街???????住宿6-8人间男工，18-45周岁方案A300元/天压7天后日结方案A300元/天压7天后日结方案B320元/天次月20日结算方案B320元/天次月20日结算一、工作内容：生产物流中转框，活好干、技术要求不高。二、上班时间：白班：早7到晚7夜班：7点到7点。包括吃饭休息时间，实际工作10.5小时左右。三、厂区有食堂，提供早餐、中餐、加餐。早餐自费。注意：1?提前30天打辞职报告，辞职人员次月20号结清薪资2?不体检、干满60天报销100元路费。3?携带身份证原件、复印件2张、被褥、劳保鞋、工作服。工作满15天发放工作服。4?统一第九天发放第八天工资。5?行动轨迹带※号的不接受。费用：每月80元保险工资中扣?住宿00元随走随退。招工热线：,0
橡胶厂招工挂胶工数名工资8000元-13000元铸胶机出胶套工人2人工资5000-6500元左右杂工一名（会开车优先）工资面议待遇优厚地址：津南区双桥河工业园区联系人张经理电话：,0
保洁日化白班下班给钱《沐浴露香波车间男女170元?5管吃，上8：30下8：30、必须带着身份证、带口罩，不带手饰，开车5分钟、18-52、天津绿色健康码，行程码在津14天，《告诉大家有劳保鞋的可自穿劳保鞋，》大寺宝洁日化厂门口集合接人车牌号：津B05656（绿色大面包车）人人乐肯德基6：50集合接人车牌号：津B85J97津HGM620,0
高薪诚聘模具工，要求熟悉冲床，模具，能独立安装调试，有工作经验优先，工作地址天津市静海区，工资待遇详细面谈,0
招磷化员工，也可承包，有兴趣电联,0
?人走帐清，名额有限天津滨海新区招聘二保焊工，普工1??二把刀焊工日结280元/天，月结290元/天；2??成手焊工日结300元/天，月结320元/天?日结需要压7天工资后日结；?月结每月25号发放上月工资3??招聘普工工种机械手，白班250元，夜班260元冲压工，白班220元，夜班230元完工，白班210元，夜班220元电阻焊，白班230元，夜班240元?工资压7天后日结；?可以月结，月结工人可享受满3个月季度奖金900元??每天早8点-15点，可安排面试，男18-48岁，身体健康均可，不需要体检，每月需承担保险费80元，住宿00随走随退????需要签合同至少3个月工期，不满3个月扣3天工资不发，长期干，可以续签管吃工作餐（白班午饭+加餐，夜班一顿），管住宿公寓6-8人间??普工有月结季度奖，焊工无??出勤不满7天无工资，,0
昌盛亦兴金属加工厂招聘激光切割操作工3名，车间铆焊工5名，普工学徒工5名业务人员3名以上人员，包吃包住，工资待遇优厚(包底十全勤十绩效十年终奖)，工资月结，有钢铁行业从业经验优先工作地点:天津市，静海区，咨询电话欢迎推荐，,0
国企汽车配件：招男女工30人，上八下八，（实际每天工作10小时）管吃，班车接送，工资待遇1：压一天后日结白班180元夜班190元工资一天一结工作地址：天津市北辰区??,0
招聘平网副手一名，机长一名，地址滨海工业区，联系电话：,0
5点集合要人多安检双港站路程近，女240男210日结安检！上7点下9:30（中间休息2-3小时）管吃两餐18～35岁穿黑纯?色鞋，带份身?证原件，路程近，联系电话,0
经济开发区工厂招聘技术工和辅助工，男女不限，有相关工作经验者优先，可上五险，提供食宿。工作地点：宁河经济开发区（特钢旁）联系电话：车厂长,0
汉沽汽配厂（330/天）[庆祝]高薪外企＋汉沽芦台有班车工内作?容:辅助生产外资汽车配件招聘岗位?:操作工岗位要求:18-45岁，男薪资待遇:12小时330，8小时210，可以选两班倒或者三班倒，月休2－4天，管吃住，有班车，综合工资5500－9500[强]优势：外企，活轻松稳定，管理人性化不住宿有班车地址:汉沽联电系?话:同微信）,0
钢管厂黑管招工，长白班，有食堂宿舍，男，上料6000+，焊头，7000+，联系电话,0
东丽空港菜鸟园区招几个男工，机子活儿，产品封膜备货等，长白班管吃，一月6000，30-50周岁优先，有想来的打我电话,0
天津津南药厂压一天日结工资2?0?0?---2?8?0?模式一【保底+计件】白班1?8?0?+超产奖励，管2餐！夜班1?9?0?+超产奖励，管2餐！六人一组，有产量要求，最低要求24箱，人均四箱，超出后有现金奖励2?0?---1?0?0?元！大量招聘工社会工薪资:压一天工资日结白班：1?8?0?元/天，夜班1?9?0?元，管2餐！招聘年龄:男女不限1?6?---5?0?周岁【科易公寓】住宿6～8人间，有空调，能洗澡，住宿费120元，住宿0元，随走随退，水费10元，电费均摊！??要求最低干满10天以上，提前一周申请离职工资正常发放，做不满工期，前1天工资每天按100元结算工资！公寓到厂区5分钟，班车接送！返费每天2?0?元，人多私聊！模式二【计件分包】欢迎有团队的老板可以自己带人操作管理，大箱总价70元一箱，小箱总价53元一箱，工资自己定价?建议工资按大箱6?0?元一箱，大箱人均2箱以上，每箱每人现金奖励5?--1?0?元，多劳多得返费每箱1?0?元，多干多返?建议小箱4?5?元一箱，人均超出3箱以上，每箱每人现金奖励5?--1?0?元，多劳多得返费每箱8?元，多干多返名单报备臧学国?,0
天津市现招聘广告制作公司普工，管吃住单休学历不限经验不限，能勤劳吃苦、工作认真就行，年龄16-28岁，男，工资3500-5000元地址河西区人民公园附近联系人王姐电话,0
嘉民，三天后日结最少干满一周15元一小时，上8下9男女不限，16-38周岁，管吃下载钉钉，不能带任何饰品电话,0
西青惠谷工业园招聘临时工160元/天周结，月结170，每天补助10元餐补，年龄18-35岁！男女不限工作时间10小时，长白班、工作时间??8点半-8点半主要工作:检验新手机是否合格???工作非常轻松、一点儿都不累。要求最少干满一个月以上！联系电话,0
休闲电动三轮车厂招组装工！打包工！有保底！联系电话！,0
面试！半月一发工资230一天?企业性质:国企（主要生产汽车前梁后梁）?岗位优势:半月一发工资，工作轻松，提升空间较大，企业定向培养。?岗位要求:男女不限，17～50周岁，学历不限，工作经验不限。?福利待遇:，230元/天，一月发两次工资，管2餐管住。?工作时间8点-8点！两班倒联系方式:（同微信）?工作地点:空港开发区,0
现在肯德基门口集合（夜班）涨钱了??180元、一天一结、男女不限！【宝洁卫生巾、牙膏车间】班车接送！管吃！活简单?好干！【满18周—50周岁】上班时间：8:30-08:30??7:30人人乐肯德基门口集合【注?意带好?身份证和口罩】《能接受穿安全鞋的，穿工作服》！??在津14天就行联电系?话：一位,0
三五汽配3天后日结这周四给名单，这周五面试，11点集合，去公司看车间，保进，绿码就可以，绿码就可以，只要绿码就可以！??男女不限年龄19岁—46岁。模式一；，3天后一天一结。干满40天。工作时间，详细工资；新入职第一个月第二个月第三个工资上8下7【190元】?9个小时上8下8【220元】10个小时工作时间，详细工资；涨工资了涨工资了第四个月第五个月第六个工资上8下7【210元】?9个小时上8下8【240元】10个小时工作时间，详细工资；在职第七个月，涨工资了涨工资了上8下7【230元】9小时上8下8【260元】10小时?管2顿工作餐，免费住宿.小路,0
日结200元，抓紧报名，长白班，有班车。西区灯具厂！单位：灯具厂组装，打螺丝，检验，包装（工作轻松）招聘：男工16～50岁。福利：管工作餐，上八点下八点半，上均有15分钟休息时间，吃饭休息半小时，工作轻松自由??工作地点西区，上下班工农村班车接送。报名??,0
电子厂涨钱了离职可结清工资男女不限17-42周岁，简单好干，长白班坐着干活，上六休一月结：16元/小时每天200左右（早7：30-晚7：30）要求一个月，月薪5000-6000左右5天后14元/小时每天160左右（一个月）管吃，管住，住宿6人间独立卫生间空调能洗澡联系电话地址:天宇科技园,0
招聘车间包装线普工女:43岁以下，能上三班，无犯罪记录。待遇:2380元/月＋双休＋三班补助＋五险＋工作餐＋班车＋可洗澡保洁:女:50岁以上，能上三班，无犯罪记录。待遇:2180元/月＋双休＋三班补助＋五险＋工作餐＋班车＋可洗澡电话:地址:登州路与成林道交口，香邑国际小区附近,0
一汽物流直招合同工4500-7000元/月招聘岗位：厂内物流工作内容：仓库内从事汽车零部件运输工作招聘要求：男女不限，18-45岁，初中及以上学历，身体健康无传染性疾病，有叉车证优先录用；工作时间：每周工作5-6天，标准工作8小时，加班2小时左右，，白夜班，一周一倒班（包吃包住）。工资待遇：综合工资5500－8000元/月左右（含各种补贴）基本工资：4000元/月；绩效奖金：30元/班；全勤奖：300元/月；加班餐补：6元/班；保险补贴：100元/月；能效奖金：500-1200元/月岗位优势：直签合同，8小时工作制，工作场所冬暖夏凉，环境舒适，夏季防暑降温，冬季采暖费，免费住宿，免费工作餐，各种补贴，正式签劳动合同后享受五险一金。联系人：张经理,0
四分厂找女工一名，30到45岁，干暖气片地支架，活不累工资一月4500，一天8小时，要求，有上进心，工资一月一开，电话,0
招打毛刷一名，地址：大海北村,0
汽车部品厂招库管负责配货，打包工资月结：220/天上班时间：8-8（两班倒）管餐自带餐具要求：男性，40岁以下地址：中国联通滨海新区通讯枢纽楼电话：（同微信）,0
招聘叉车司机，本地，男，55岁以下，三班倒工作地点天津钢管厂内，扣除五险到手工资4000元，后每年递增。联系电话.,0
GIANT招工工厂直招捷安特（天津）有限公司专业生产销售自行车，现招募以下岗位：一、招聘岗位：喷涂、焊接、贴花、加工、校正、硬焊、组装；二、招聘条件：1、年龄：18周岁以上，42周岁以下2、学历：初中专含以上学历3、性别：男／女4、普通话流利，身心健康，体貌端正，无缺陷，无色盲；5、持48小时以内**酸检测阴性证明，行程码：三、公司待遇1．喷涂、贴花：人均月薪6500以上；焊接、硬焊：人均月薪7000以上；加工、校正、组装：人均月薪5500以上，2、介绍人有介绍费：无上限，多介绍多得，2.重点被介绍人有补助600一2000元，工作目不一样补助不一样！3、公司提供食宿4、公司福利：带薪年假、生日礼品、带薪旅游、员工聚餐、年会抽奖、运动会等。有想来的联系我,0
210/天！面试在津14天不需要**酸了涨工资啦北辰埃贝赫！！！生产210/天维修230/天全勤奖600仓库管理200/天【北辰埃贝赫】210一天招聘要求：本外地男女工，年龄18-40岁。工作时间：上八下八两班倒，半个月一倒班薪资待遇：一天210元，管2餐，免费班车接送。转正后六险一金。月综合工资5500-6000以上。工作内容：组装汽车加热电子元件线路板组装，工作环境舒适，恒温车间（不穿无尘服）免费班车路线：1.武清上马台隆泰家园-天安佳园-喜凤花园-盛景名都花园。2.武清静湖花园-厂区报名电话：崔姐,0
